Updated On,State,Total Individuals Vaccinated,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,AEFI,18-30 years (Age),30-45 years (Age),45-60 years (Age),60+ years (Age),Total Doses Administered
30/03/2021,Bihar,2225891.0,287050.0,1719.0,2225891.0,407059.0,1103249.0,1122425.0,217.0,99511.0,2533439.0,156.0,51562.0,320748.0,606035.0,1246710.0,2632950.0
31/03/2021,Bihar,2326918.0,354550.0,2093.0,2326918.0,412692.0,1155192.0,1171501.0,225.0,103764.0,2635846.0,158.0,51828.0,322503.0,629323.0,1322413.0,2739610.0
01/04/2021,Bihar,2433633.0,377050.0,2284.0,2433633.0,418180.0,1209360.0,1224039.0,234.0,109343.0,2742470.0,159.0,52038.0,324463.0,676552.0,1379721.0,2851813.0
02/04/2021,Bihar,2638486.0,354600.0,2122.0,2638486.0,426368.0,1311120.0,1327112.0,254.0,123987.0,2940867.0,159.0,52439.0,327587.0,776394.0,1481196.0,3064854.0
03/04/2021,Bihar,2763236.0,313140.0,2040.0,2763236.0,432578.0,1374291.0,1388678.0,267.0,137266.0,3058548.0,159.0,52691.0,329558.0,840257.0,1539850.0,3195814.0
04/04/2021,Bihar,2908130.0,356850.0,1683.0,2908130.0,438709.0,1447277.0,1460574.0,279.0,164103.0,3182736.0,159.0,52967.0,331270.0,917123.0,1605883.0,3346839.0
05/04/2021,Bihar,3031775.0,450951.0,2517.0,3031775.0,446835.0,1509853.0,1521629.0,293.0,182884.0,3295726.0,160.0,53002.0,331577.0,980809.0,1665492.0,3478610.0
06/04/2021,Bihar,3217315.0,466920.0,2674.0,3217315.0,458828.0,1601821.0,1615186.0,308.0,207945.0,3468198.0,163.0,53060.0,332082.0,1075533.0,1755738.0,3676143.0
07/04/2021,Bihar,3500712.0,310600.0,1958.0,3500712.0,481257.0,1743992.0,1756381.0,339.0,222226.0,3759743.0,163.0,53133.0,332752.0,1223179.0,1890738.0,3981969.0
08/04/2021,Bihar,3663711.0,375950.0,2107.0,3663711.0,502092.0,1826420.0,1836932.0,359.0,226278.0,3939525.0,165.0,53176.0,333189.0,1311312.0,1965119.0,4165803.0
09/04/2021,Bihar,3721775.0,399850.0,2036.0,3721775.0,511862.0,1857449.0,1863961.0,365.0,228683.0,4004954.0,166.0,53213.0,333506.0,1343043.0,1991099.0,4233637.0
10/04/2021,Bihar,3953983.0,529101.0,3056.0,3953983.0,537244.0,1974484.0,1979089.0,410.0,230671.0,4260556.0,167.0,53311.0,334311.0,1468809.0,2096637.0,4491227.0
11/04/2021,Bihar,4188252.0,585150.0,3164.0,4188252.0,556503.0,2091666.0,2096134.0,452.0,232742.0,4512013.0,169.0,53387.0,335007.0,1593789.0,2205146.0,4744755.0
12/04/2021,Bihar,4372599.0,496300.0,2720.0,4372599.0,579846.0,2185595.0,2186521.0,483.0,234507.0,4717938.0,169.0,53527.0,336038.0,1690053.0,2292054.0,4952445.0
13/04/2021,Bihar,4456899.0,395852.0,2219.0,4456899.0,592446.0,2229729.0,2226680.0,490.0,245029.0,4804316.0,171.0,53625.0,336700.0,1734938.0,2330711.0,5049345.0
14/04/2021,Bihar,4608655.0,516200.0,2886.0,4608655.0,616991.0,2310036.0,2298095.0,524.0,255369.0,4970277.0,171.0,53795.0,337776.0,1817501.0,2398651.0,5225646.0
15/04/2021,Bihar,4714910.0,465760.0,2658.0,4714910.0,637950.0,2367479.0,2346892.0,539.0,269422.0,5083438.0,172.0,54031.0,339535.0,1874499.0,2445909.0,5352860.0
16/04/2021,Bihar,4774916.0,391270.0,2168.0,4774916.0,651371.0,2400394.0,2373969.0,553.0,281410.0,5144877.0,173.0,54165.0,340693.0,1907005.0,2472117.0,5426287.0
17/04/2021,Bihar,4895185.0,432820.0,2612.0,4895185.0,682821.0,2467117.0,2427501.0,567.0,293703.0,5284303.0,174.0,54485.0,343256.0,1971174.0,2525331.0,5578006.0
18/04/2021,Bihar,4984400.0,476580.0,2749.0,4984400.0,701974.0,2516039.0,2467783.0,578.0,301567.0,5384807.0,174.0,54630.0,344438.0,2018767.0,2565629.0,5686374.0
19/04/2021,Bihar,5099038.0,509910.0,2984.0,5099038.0,737639.0,2579369.0,2519074.0,595.0,310307.0,5526370.0,175.0,54985.0,346794.0,2078558.0,2617763.0,5836677.0
20/04/2021,Bihar,5195367.0,501070.0,2974.0,5195367.0,768720.0,2633442.0,2561314.0,611.0,319116.0,5644971.0,175.0,55200.0,348600.0,2129587.0,2661047.0,5964087.0
21/04/2021,Bihar,5265128.0,452700.0,2744.0,5265128.0,791983.0,2672276.0,2592230.0,622.0,324892.0,5732219.0,176.0,55388.0,349927.0,2167926.0,2690953.0,6057111.0
22/04/2021,Bihar,5344307.0,480430.0,3012.0,5344307.0,825341.0,2716504.0,2627167.0,636.0,332830.0,5836818.0,177.0,55652.0,351682.0,2211450.0,2724578.0,6169648.0
23/04/2021,Bihar,5415848.0,448930.0,2793.0,5415848.0,854934.0,2756624.0,2658582.0,642.0,340190.0,5930592.0,178.0,55924.0,353832.0,2251242.0,2753897.0,6270782.0
24/04/2021,Bihar,5480243.0,405540.0,2613.0,5480243.0,881821.0,2792909.0,2686679.0,655.0,347867.0,6014197.0,179.0,56185.0,355901.0,2287882.0,2779315.0,6362064.0
25/04/2021,Bihar,5534535.0,364600.0,2201.0,5534535.0,902592.0,2823940.0,2709931.0,664.0,352127.0,6085000.0,179.0,56354.0,357171.0,2318481.0,2801554.0,6437127.0
26/04/2021,Bihar,5615151.0,475830.0,2970.0,5615151.0,942706.0,2868822.0,2745654.0,675.0,358812.0,6199045.0,179.0,56600.0,359573.0,2362927.0,2835067.0,6557857.0
27/04/2021,Bihar,5686449.0,470380.0,2991.0,5686449.0,975341.0,2909244.0,2776519.0,686.0,364993.0,6296797.0,179.0,157537.0,400522.0,2263202.0,2864197.0,6661790.0
28/04/2021,Bihar,5752082.0,405170.0,2538.0,5752082.0,1009389.0,2946062.0,2805327.0,693.0,370807.0,6390664.0,179.0,158861.0,403298.0,2298645.0,2890276.0,6761471.0
29/04/2021,Bihar,5821599.0,462150.0,2928.0,5821599.0,1048123.0,2985176.0,2835715.0,708.0,377281.0,6492441.0,180.0,160410.0,406771.0,2336696.0,2916965.0,6869722.0
30/04/2021,Bihar,5881859.0,437150.0,2787.0,5881859.0,1085633.0,3019397.0,2861742.0,720.0,385347.0,6582145.0,,,,,,6967492.0
01/05/2021,Bihar,5928725.0,360750.0,2328.0,5928725.0,1119045.0,3046770.0,2881219.0,736.0,391991.0,6655779.0,180.0,163615.0,413740.0,2395519.0,2955071.0,7047770.0
02/05/2021,Bihar,5965407.0,330208.0,1981.0,5965407.0,1145143.0,3067765.0,2896899.0,743.0,396195.0,6714355.0,180.0,163896.0,410930.0,2421841.0,2968034.0,7110550.0
03/05/2021,Bihar,6027693.0,514550.0,2992.0,6027693.0,1205478.0,3103314.0,2923627.0,752.0,403840.0,6829331.0,182.0,165673.0,414659.0,2455247.0,2991407.0,7233171.0
04/05/2021,Bihar,6092049.0,520230.0,3101.0,6092049.0,1267817.0,3140680.0,2950603.0,766.0,413470.0,6946396.0,183.0,167941.0,419145.0,2489208.0,3015043.0,7359866.0
05/05/2021,Bihar,6150797.0,427600.0,2575.0,6150797.0,1325072.0,3175047.0,2974968.0,782.0,422099.0,7053770.0,183.0,170391.0,424107.0,2519250.0,3036336.0,7475869.0
06/05/2021,Bihar,6212706.0,433200.0,2713.0,6212706.0,1391391.0,3211123.0,3000791.0,792.0,429065.0,7175032.0,183.0,173520.0,428784.0,2551552.0,3058132.0,7604097.0
07/05/2021,Bihar,6261291.0,384100.0,2454.0,6261291.0,1437476.0,3239886.0,3020602.0,803.0,438491.0,7260276.0,183.0,175951.0,433432.0,2576576.0,3074612.0,7698767.0
08/05/2021,Bihar,6304398.0,551651.0,3138.0,6304398.0,1478358.0,3265339.0,3038250.0,809.0,449731.0,7333025.0,183.0,178542.0,437888.0,2599035.0,3088208.0,7782756.0
09/05/2021,Bihar,6411990.0,520915.0,2864.0,6411990.0,1493708.0,3339393.0,3071762.0,835.0,456010.0,7449688.0,183.0,233099.0,473986.0,2610086.0,3094085.0,7905698.0
10/05/2021,Bihar,,,,,,,,,,,,,,,,0.0
16/01/2021,Chandigarh,120.0,5.0,5.0,120.0,0.0,94.0,26.0,0.0,0.0,120.0,,,,,,120.0
17/01/2021,Chandigarh,120.0,7.0,5.0,120.0,0.0,94.0,26.0,0.0,0.0,120.0,,,,,,120.0
18/01/2021,Chandigarh,158.0,12.0,6.0,158.0,0.0,116.0,42.0,0.0,0.0,158.0,,,,,,158.0
19/01/2021,Chandigarh,165.0,12.0,6.0,165.0,0.0,110.0,55.0,0.0,0.0,165.0,,,,,,165.0
20/01/2021,Chandigarh,165.0,16.0,6.0,165.0,0.0,110.0,55.0,0.0,0.0,165.0,,,,,,165.0
21/01/2021,Chandigarh,281.0,22.0,7.0,281.0,0.0,182.0,99.0,0.0,0.0,281.0,,,,,,281.0
22/01/2021,Chandigarh,507.0,31.0,9.0,507.0,0.0,305.0,202.0,0.0,0.0,507.0,,,,,,507.0
23/01/2021,Chandigarh,790.0,38.0,10.0,790.0,0.0,451.0,339.0,0.0,0.0,790.0,,,,,,790.0
24/01/2021,Chandigarh,797.0,41.0,10.0,797.0,0.0,456.0,341.0,0.0,0.0,797.0,,,,,,797.0
25/01/2021,Chandigarh,1172.0,48.0,10.0,1172.0,0.0,650.0,522.0,0.0,0.0,1172.0,,,,,,1172.0
26/01/2021,Chandigarh,1174.0,51.0,12.0,1174.0,0.0,652.0,522.0,0.0,0.0,1174.0,,,,,,1174.0
27/01/2021,Chandigarh,1519.0,63.0,12.0,1519.0,0.0,826.0,693.0,0.0,0.0,1519.0,,,,,,1519.0
28/01/2021,Chandigarh,1821.0,79.0,12.0,1821.0,0.0,980.0,841.0,0.0,0.0,1821.0,,,,,,1821.0
29/01/2021,Chandigarh,1874.0,87.0,12.0,1874.0,0.0,1016.0,858.0,0.0,0.0,1874.0,,,,,,1874.0
30/01/2021,Chandigarh,2206.0,90.0,12.0,2206.0,0.0,1181.0,1025.0,0.0,0.0,2206.0,,,,,,2206.0
31/01/2021,Chandigarh,2217.0,92.0,12.0,2217.0,0.0,1188.0,1029.0,0.0,0.0,2217.0,,,,,,2217.0
01/02/2021,Chandigarh,2390.0,106.0,12.0,2390.0,0.0,1278.0,1112.0,0.0,0.0,2390.0,,,,,,2390.0
02/02/2021,Chandigarh,2492.0,117.0,14.0,2492.0,0.0,1319.0,1173.0,0.0,0.0,2492.0,,,,,,2492.0
03/02/2021,Chandigarh,2808.0,130.0,15.0,2808.0,0.0,1499.0,1309.0,0.0,0.0,2808.0,,,,,,2808.0
04/02/2021,Chandigarh,3150.0,145.0,15.0,3150.0,0.0,1664.0,1486.0,0.0,0.0,3150.0,,,,,,3150.0
05/02/2021,Chandigarh,3511.0,153.0,16.0,3511.0,0.0,1861.0,1650.0,0.0,0.0,3511.0,,,,,,3511.0
06/02/2021,Chandigarh,3858.0,163.0,17.0,3858.0,0.0,2107.0,1751.0,0.0,0.0,3858.0,,,,,,3858.0
07/02/2021,Chandigarh,3858.0,166.0,17.0,3858.0,0.0,2107.0,1751.0,0.0,0.0,3858.0,,,,,,3858.0
08/02/2021,Chandigarh,4189.0,185.0,17.0,4189.0,0.0,2359.0,1830.0,0.0,0.0,4189.0,,,,,,4189.0
09/02/2021,Chandigarh,4571.0,208.0,18.0,4571.0,0.0,2661.0,1910.0,0.0,0.0,4571.0,,,,,,4571.0
10/02/2021,Chandigarh,5004.0,228.0,19.0,5004.0,0.0,3017.0,1987.0,0.0,0.0,5004.0,,,,,,5004.0
11/02/2021,Chandigarh,5480.0,254.0,20.0,5480.0,0.0,3365.0,2115.0,0.0,0.0,5480.0,,,,,,5480.0
12/02/2021,Chandigarh,6056.0,270.0,21.0,6056.0,0.0,3773.0,2283.0,0.0,1.0,6055.0,,,,,,6056.0
13/02/2021,Chandigarh,6709.0,290.0,21.0,6709.0,117.0,4299.0,2410.0,0.0,1.0,6708.0,,,,,,6826.0
14/02/2021,Chandigarh,6712.0,292.0,21.0,6712.0,117.0,4301.0,2411.0,0.0,1.0,6711.0,,,,,,6829.0
15/02/2021,Chandigarh,7214.0,310.0,21.0,7214.0,118.0,4703.0,2511.0,0.0,2.0,7212.0,,,,,,7332.0
16/02/2021,Chandigarh,7836.0,327.0,21.0,7836.0,182.0,5194.0,2642.0,0.0,3.0,7833.0,,,,,,8018.0
17/02/2021,Chandigarh,8364.0,351.0,21.0,8364.0,197.0,5636.0,2728.0,0.0,6.0,8358.0,,,,,,8561.0
18/02/2021,Chandigarh,8789.0,372.0,21.0,8789.0,398.0,5989.0,2800.0,0.0,8.0,8781.0,,,,,,9187.0
19/02/2021,Chandigarh,9554.0,397.0,21.0,9554.0,511.0,6495.0,3059.0,0.0,9.0,9545.0,,,,,,10065.0
20/02/2021,Chandigarh,10379.0,432.0,21.0,10379.0,746.0,7138.0,3241.0,0.0,9.0,10370.0,,,,,,11125.0
21/02/2021,Chandigarh,10379.0,433.0,21.0,10379.0,746.0,7138.0,3241.0,0.0,9.0,10370.0,,,,,,11125.0
22/02/2021,Chandigarh,11279.0,464.0,22.0,11279.0,1012.0,7811.0,3468.0,0.0,10.0,11269.0,,,,,,12291.0
23/02/2021,Chandigarh,12449.0,493.0,22.0,12449.0,1145.0,8722.0,3727.0,0.0,11.0,12438.0,,,,,,13594.0
24/02/2021,Chandigarh,13675.0,518.0,22.0,13675.0,1214.0,9613.0,4062.0,0.0,18.0,13657.0,,,,,,14889.0
25/02/2021,Chandigarh,15100.0,545.0,22.0,15100.0,1479.0,10675.0,4425.0,0.0,45.0,15055.0,,,,,,16579.0
26/02/2021,Chandigarh,16927.0,556.0,22.0,16927.0,1640.0,12147.0,4780.0,0.0,54.0,16873.0,,,,,,18567.0
27/02/2021,Chandigarh,16927.0,556.0,22.0,16927.0,1640.0,12147.0,4780.0,0.0,54.0,16873.0,,,,,,18567.0
28/02/2021,Chandigarh,16927.0,614.0,25.0,16927.0,1640.0,12147.0,4780.0,0.0,54.0,16873.0,,,,,,18567.0
01/03/2021,Chandigarh,16927.0,632.0,28.0,16927.0,1640.0,12147.0,4780.0,0.0,54.0,16873.0,,,,,,18567.0
02/03/2021,Chandigarh,19725.0,690.0,30.0,19725.0,1942.0,14193.0,5532.0,0.0,57.0,19668.0,,,,,,21667.0
03/03/2021,Chandigarh,21765.0,1072.0,36.0,21765.0,2135.0,15600.0,6165.0,0.0,61.0,21704.0,,,,,,23900.0
04/03/2021,Chandigarh,23665.0,1266.0,37.0,23665.0,2484.0,16836.0,6829.0,0.0,64.0,23601.0,,,,,,26149.0
05/03/2021,Chandigarh,25595.0,1407.0,37.0,25595.0,2802.0,17974.0,7621.0,0.0,66.0,25529.0,,,,,,28397.0
06/03/2021,Chandigarh,27526.0,1506.0,39.0,27526.0,3153.0,19143.0,8383.0,0.0,67.0,27459.0,,,,,,30679.0
07/03/2021,Chandigarh,27748.0,1522.0,44.0,27748.0,3154.0,19248.0,8500.0,0.0,68.0,27680.0,,,,,,30902.0
08/03/2021,Chandigarh,29863.0,1592.0,47.0,29863.0,3613.0,20502.0,9361.0,0.0,69.0,29794.0,,,,,,33476.0
09/03/2021,Chandigarh,31789.0,1707.0,51.0,31789.0,4119.0,21649.0,10140.0,0.0,71.0,31718.0,,,,,,35908.0
10/03/2021,Chandigarh,33844.0,2147.0,52.0,33844.0,4610.0,22810.0,11034.0,0.0,71.0,33773.0,,,,,,38454.0
11/03/2021,Chandigarh,34558.0,2239.0,53.0,34558.0,4697.0,23165.0,11393.0,0.0,77.0,34481.0,,,,,,39255.0
12/03/2021,Chandigarh,36462.0,2280.0,56.0,36462.0,5169.0,24201.0,12261.0,0.0,79.0,36383.0,,,,,,41631.0
13/03/2021,Chandigarh,38299.0,2358.0,56.0,38299.0,5702.0,25161.0,13138.0,0.0,80.0,38219.0,,,,,,44001.0
14/03/2021,Chandigarh,38409.0,2396.0,59.0,38409.0,5773.0,25213.0,13196.0,0.0,80.0,38329.0,,,,,,44182.0
15/03/2021,Chandigarh,40370.0,2415.0,59.0,40370.0,6422.0,26342.0,14028.0,0.0,80.0,40290.0,,,,,,46792.0
16/03/2021,Chandigarh,42234.0,7000.0,49.0,42234.0,6945.0,27417.0,14817.0,0.0,0.0,49179.0,48.0,1488.0,11974.0,13318.0,15449.0,49179.0
17/03/2021,Chandigarh,50040.0,7300.0,49.0,50040.0,7409.0,31679.0,18360.0,1.0,0.0,57449.0,49.0,1548.0,12157.0,14342.0,21988.0,57449.0
18/03/2021,Chandigarh,51658.0,6800.0,47.0,51658.0,7862.0,32583.0,19074.0,1.0,0.0,59520.0,50.0,1622.0,12349.0,14648.0,23034.0,59520.0
19/03/2021,Chandigarh,53379.0,7100.0,50.0,53379.0,8263.0,33496.0,19882.0,1.0,0.0,61642.0,54.0,1681.0,12523.0,15017.0,24153.0,61642.0
20/03/2021,Chandigarh,54986.0,6700.0,46.0,54986.0,8659.0,34335.0,20650.0,1.0,0.0,63645.0,55.0,1723.0,12730.0,15378.0,25149.0,63645.0
21/03/2021,Chandigarh,55144.0,1700.0,11.0,55144.0,8664.0,34418.0,20725.0,1.0,0.0,63808.0,55.0,1728.0,12743.0,15420.0,25247.0,63808.0
22/03/2021,Chandigarh,56588.0,6900.0,48.0,56588.0,9158.0,35201.0,21386.0,1.0,0.0,65746.0,56.0,1792.0,12873.0,15739.0,26178.0,65746.0
23/03/2021,Chandigarh,57782.0,7200.0,50.0,57782.0,9610.0,35877.0,21904.0,1.0,0.0,67392.0,59.0,1831.0,13035.0,16046.0,26864.0,67392.0
24/03/2021,Chandigarh,58992.0,7100.0,50.0,58992.0,9967.0,36577.0,22414.0,1.0,0.0,68959.0,60.0,1858.0,13190.0,16286.0,27652.0,68959.0
25/03/2021,Chandigarh,60519.0,7400.0,52.0,60519.0,10308.0,37415.0,23103.0,1.0,0.0,70827.0,60.0,1999.0,13378.0,16608.0,28527.0,70827.0
26/03/2021,Chandigarh,61839.0,7100.0,50.0,61839.0,10719.0,38164.0,23674.0,1.0,0.0,72558.0,60.0,2042.0,13570.0,16929.0,29291.0,72558.0
27/03/2021,Chandigarh,63168.0,6700.0,46.0,63168.0,10983.0,38829.0,24338.0,1.0,0.0,74151.0,61.0,2080.0,13726.0,17222.0,30133.0,74151.0
28/03/2021,Chandigarh,63269.0,1700.0,9.0,63269.0,10988.0,38883.0,24385.0,1.0,0.0,74257.0,61.0,2085.0,13733.0,17257.0,30187.0,74257.0
29/03/2021,Chandigarh,63294.0,2400.0,11.0,63294.0,10990.0,38893.0,24400.0,1.0,0.0,74284.0,61.0,2085.0,13732.0,17266.0,30204.0,74284.0
30/03/2021,Chandigarh,64574.0,8300.0,51.0,64574.0,11435.0,39599.0,24974.0,1.0,0.0,76009.0,61.0,2103.0,13859.0,17528.0,31077.0,76009.0
31/03/2021,Chandigarh,65748.0,7200.0,49.0,65748.0,11963.0,40264.0,25483.0,1.0,0.0,77711.0,62.0,2126.0,13992.0,17720.0,31903.0,77711.0
01/04/2021,Chandigarh,68591.0,7450.0,52.0,68591.0,12464.0,41784.0,26806.0,1.0,0.0,81055.0,62.0,2150.0,14145.0,19741.0,32548.0,81055.0
02/04/2021,Chandigarh,71565.0,7300.0,50.0,71565.0,12813.0,43392.0,28172.0,1.0,0.0,84378.0,62.0,2168.0,14260.0,21779.0,33351.0,84378.0
03/04/2021,Chandigarh,74528.0,7100.0,50.0,74528.0,13309.0,45010.0,29517.0,1.0,0.0,87837.0,63.0,2205.0,14454.0,23828.0,34034.0,87837.0
04/04/2021,Chandigarh,77241.0,6550.0,44.0,77241.0,13602.0,46562.0,30678.0,1.0,0.0,90843.0,64.0,2223.0,14551.0,25763.0,34697.0,90843.0
05/04/2021,Chandigarh,80058.0,7450.0,53.0,80058.0,14182.0,48139.0,31918.0,1.0,0.0,94240.0,65.0,2232.0,14601.0,27664.0,35554.0,94240.0
06/04/2021,Chandigarh,81444.0,7650.0,55.0,81444.0,14567.0,48949.0,32494.0,1.0,0.0,96011.0,65.0,2236.0,14633.0,28578.0,35990.0,96011.0
07/04/2021,Chandigarh,85979.0,7650.0,54.0,85979.0,15553.0,51487.0,34490.0,2.0,0.0,101532.0,68.0,2243.0,14763.0,31697.0,37269.0,101532.0
08/04/2021,Chandigarh,89382.0,7650.0,55.0,89382.0,16433.0,53305.0,36075.0,2.0,0.0,105815.0,70.0,2250.0,14856.0,33961.0,38308.0,105815.0
09/04/2021,Chandigarh,92814.0,7650.0,55.0,92814.0,17335.0,55177.0,37635.0,2.0,0.0,110149.0,72.0,2349.0,15008.0,36239.0,39211.0,110149.0
10/04/2021,Chandigarh,96744.0,7650.0,55.0,96744.0,18264.0,57313.0,39428.0,3.0,0.0,115008.0,74.0,2402.0,15197.0,39012.0,40126.0,115008.0
11/04/2021,Chandigarh,99484.0,7200.0,50.0,99484.0,18671.0,58812.0,40669.0,3.0,0.0,118155.0,75.0,2433.0,15235.0,40946.0,40863.0,118155.0
12/04/2021,Chandigarh,103131.0,8200.0,61.0,103131.0,19810.0,61010.0,42118.0,3.0,0.0,122941.0,76.0,2545.0,15541.0,43229.0,41809.0,122941.0
13/04/2021,Chandigarh,106139.0,8400.0,62.0,106139.0,20711.0,62884.0,43252.0,3.0,0.0,126850.0,76.0,2607.0,15827.0,45207.0,42491.0,126850.0
14/04/2021,Chandigarh,108803.0,8400.0,63.0,108803.0,21577.0,64430.0,44370.0,3.0,0.0,130380.0,76.0,2629.0,15962.0,46972.0,43233.0,130380.0
15/04/2021,Chandigarh,111665.0,8800.0,63.0,111665.0,22898.0,66127.0,45535.0,3.0,0.0,134563.0,76.0,2666.0,16139.0,48843.0,44010.0,134563.0
16/04/2021,Chandigarh,114800.0,8700.0,63.0,114800.0,24346.0,68061.0,46736.0,3.0,0.0,139146.0,76.0,2694.0,16352.0,50871.0,44876.0,139146.0
17/04/2021,Chandigarh,117734.0,7400.0,56.0,117734.0,25520.0,69799.0,47931.0,4.0,0.0,143254.0,78.0,2720.0,16551.0,52915.0,45541.0,143254.0
18/04/2021,Chandigarh,119500.0,7200.0,54.0,119500.0,26100.0,70818.0,48678.0,4.0,0.0,145600.0,78.0,2730.0,16595.0,54112.0,46056.0,145600.0
19/04/2021,Chandigarh,122192.0,8500.0,64.0,122192.0,27795.0,72426.0,49762.0,4.0,0.0,149987.0,79.0,2760.0,16794.0,55741.0,46889.0,149987.0
20/04/2021,Chandigarh,124937.0,8600.0,65.0,124937.0,29647.0,73970.0,50962.0,5.0,0.0,154584.0,79.0,2805.0,16988.0,57488.0,47648.0,154584.0
21/04/2021,Chandigarh,127635.0,7900.0,61.0,127635.0,30930.0,75424.0,52205.0,6.0,0.0,158565.0,80.0,2820.0,17096.0,59288.0,48423.0,158565.0
22/04/2021,Chandigarh,130884.0,8800.0,65.0,130884.0,32988.0,77076.0,53802.0,6.0,0.0,163872.0,83.0,2847.0,17244.0,61276.0,49509.0,163872.0
23/04/2021,Chandigarh,134397.0,8800.0,66.0,134397.0,35042.0,78944.0,55447.0,6.0,0.0,169439.0,85.0,2892.0,17407.0,63586.0,50504.0,169439.0
24/04/2021,Chandigarh,137994.0,8300.0,61.0,137994.0,36727.0,80666.0,57322.0,6.0,0.0,174721.0,86.0,2969.0,17554.0,65962.0,51501.0,174721.0
25/04/2021,Chandigarh,140795.0,7000.0,55.0,140795.0,37860.0,82042.0,58746.0,7.0,0.0,178655.0,87.0,2979.0,17613.0,67849.0,52346.0,178655.0
26/04/2021,Chandigarh,144305.0,8400.0,64.0,144305.0,39947.0,83896.0,60402.0,7.0,0.0,184252.0,89.0,3009.0,17778.0,70098.0,53412.0,184252.0
27/04/2021,Chandigarh,148026.0,8400.0,63.0,148026.0,42015.0,85803.0,62216.0,7.0,0.0,190041.0,89.0,8518.0,16765.0,68142.0,54593.0,190041.0
28/04/2021,Chandigarh,151928.0,8750.0,66.0,151928.0,44127.0,87805.0,64116.0,7.0,0.0,196055.0,90.0,8638.0,16945.0,70398.0,55940.0,196055.0
29/04/2021,Chandigarh,155689.0,8600.0,65.0,155689.0,46218.0,89628.0,66054.0,7.0,0.0,201907.0,90.0,8742.0,17096.0,72715.0,57130.0,201907.0
30/04/2021,Chandigarh,160071.0,8700.0,68.0,160071.0,48418.0,91881.0,68181.0,9.0,0.0,208489.0,,,,,,208489.0
01/05/2021,Chandigarh,163599.0,7800.0,58.0,163599.0,49617.0,93663.0,69927.0,9.0,0.0,213216.0,95.0,8929.0,17481.0,77910.0,59271.0,213216.0
02/05/2021,Chandigarh,165617.0,6600.0,51.0,165617.0,50277.0,94656.0,70952.0,9.0,0.0,215894.0,95.0,8932.0,17524.0,79322.0,59834.0,215894.0
03/05/2021,Chandigarh,168672.0,7200.0,55.0,168672.0,51790.0,96246.0,72417.0,9.0,0.0,220462.0,96.0,9041.0,17727.0,81198.0,60701.0,220462.0
04/05/2021,Chandigarh,172057.0,6900.0,56.0,172057.0,53485.0,98041.0,74007.0,9.0,0.0,225542.0,96.0,9204.0,17982.0,83193.0,61673.0,225542.0
05/05/2021,Chandigarh,175618.0,6900.0,55.0,175618.0,55204.0,100003.0,75605.0,10.0,0.0,230822.0,96.0,9323.0,18238.0,85360.0,62692.0,230822.0
06/05/2021,Chandigarh,179429.0,7000.0,56.0,179429.0,58044.0,102169.0,77250.0,10.0,0.0,237473.0,96.0,9502.0,18625.0,87600.0,63697.0,237473.0
07/05/2021,Chandigarh,183067.0,7300.0,55.0,183067.0,60383.0,104125.0,78931.0,11.0,0.0,243450.0,96.0,9659.0,18964.0,89832.0,64607.0,243450.0
08/05/2021,Chandigarh,187445.0,7100.0,57.0,187445.0,62996.0,106338.0,81095.0,12.0,0.0,250441.0,97.0,9840.0,19285.0,92519.0,65796.0,250441.0
09/05/2021,Chandigarh,190204.0,7400.0,53.0,190204.0,64408.0,107769.0,82423.0,12.0,0.0,254612.0,97.0,9922.0,19491.0,94243.0,66543.0,254612.0
10/05/2021,Chandigarh,,,,,,,,,,,,,,,,0.0
16/01/2021,Chhattisgarh,1040.0,101.0,98.0,1040.0,0.0,525.0,515.0,0.0,0.0,1040.0,,,,,,1040.0
17/01/2021,Chhattisgarh,1040.0,224.0,102.0,1040.0,0.0,525.0,515.0,0.0,0.0,1040.0,,,,,,1040.0
18/01/2021,Chhattisgarh,1656.0,224.0,102.0,1656.0,0.0,726.0,930.0,0.0,0.0,1656.0,,,,,,1656.0
19/01/2021,Chhattisgarh,2014.0,390.0,106.0,2014.0,0.0,867.0,1147.0,0.0,0.0,2014.0,,,,,,2014.0
20/01/2021,Chhattisgarh,3351.0,542.0,112.0,3351.0,0.0,1343.0,2008.0,0.0,0.0,3351.0,,,,,,3351.0
21/01/2021,Chhattisgarh,5752.0,590.0,117.0,5752.0,0.0,2007.0,3745.0,0.0,0.0,5752.0,,,,,,5752.0
22/01/2021,Chhattisgarh,5807.0,680.0,127.0,5807.0,0.0,2034.0,3773.0,0.0,0.0,5807.0,,,,,,5807.0
23/01/2021,Chhattisgarh,12185.0,803.0,175.0,12185.0,0.0,3892.0,8292.0,1.0,0.0,12185.0,,,,,,12185.0
24/01/2021,Chhattisgarh,12506.0,881.0,211.0,12506.0,0.0,4046.0,8459.0,1.0,0.0,12506.0,,,,,,12506.0
25/01/2021,Chhattisgarh,24018.0,1015.0,227.0,24018.0,0.0,7753.0,16264.0,1.0,0.0,24018.0,,,,,,24018.0
26/01/2021,Chhattisgarh,24120.0,1097.0,232.0,24120.0,0.0,7791.0,16328.0,1.0,0.0,24120.0,,,,,,24120.0
